Municipalities;Indicadores de renta media;Period;Total
0820401001 Sant Climent de Llobregat sección 01001;Distribución de la renta P80/P20;2015;2.4
0820401002 Sant Climent de Llobregat sección 01002;Índice de Gini;2017;25.8
0820401002 Sant Climent de Llobregat sección 01002;Índice de Gini;2016;27.0
0820401002 Sant Climent de Llobregat sección 01002;Índice de Gini;2015;26.7
0820401002 Sant Climent de Llobregat sección 01002;Distribución de la renta P80/P20;2017;2.3
0820401002 Sant Climent de Llobregat sección 01002;Distribución de la renta P80/P20;2016;2.4
0820401002 Sant Climent de Llobregat sección 01002;Distribución de la renta P80/P20;2015;2.3
08205 Sant Cugat del Vallès;Índice de Gini;2017;36.2
08205 Sant Cugat del Vallès;Índice de Gini;2016;36.8
08205 Sant Cugat del Vallès;Índice de Gini;2015;36.7
08205 Sant Cugat del Vallès;Distribución de la renta P80/P20;2017;3.2
08205 Sant Cugat del Vallès;Distribución de la renta P80/P20;2016;3.3
08205 Sant Cugat del Vallès;Distribución de la renta P80/P20;2015;3.2
0820505 Sant Cugat del Vallès distrito 05;Índice de Gini;2017;35.4
0820505 Sant Cugat del Vallès distrito 05;Índice de Gini;2016;35.4
0820505 Sant Cugat del Vallès distrito 05;Índice de Gini;2015;35.7
0820505 Sant Cugat del Vallès distrito 05;Distribución de la renta P80/P20;2017;2.9
0820505 Sant Cugat del Vallès distrito 05;Distribución de la renta P80/P20;2016;2.9
0820505 Sant Cugat del Vallès distrito 05;Distribución de la renta P80/P20;2015;2.9
0820505002 Sant Cugat del Vallès sección 05002;Índice de Gini;2017;29.4
0820505002 Sant Cugat del Vallès sección 05002;Índice de Gini;2016;30.9
0820505002 Sant Cugat del Vallès sección 05002;Índice de Gini;2015;31.7
0820505002 Sant Cugat del Vallès sección 05002;Distribución de la renta P80/P20;2017;2.6
0820505002 Sant Cugat del Vallès sección 05002;Distribución de la renta P80/P20;2016;2.9
0820505002 Sant Cugat del Vallès sección 05002;Distribución de la renta P80/P20;2015;2.7
0820505001 Sant Cugat del Vallès sección 05001;Índice de Gini;2017;42.4
0820505001 Sant Cugat del Vallès sección 05001;Índice de Gini;2016;41.1
0820505001 Sant Cugat del Vallès sección 05001;Índice de Gini;2015;40.4
0820505001 Sant Cugat del Vallès sección 05001;Distribución de la renta P80/P20;2017;3.4
0820505001 Sant Cugat del Vallès sección 05001;Distribución de la renta P80/P20;2016;3.3
0820505001 Sant Cugat del Vallès sección 05001;Distribución de la renta P80/P20;2015;3.2
0820505003 Sant Cugat del Vallès sección 05003;Índice de Gini;2017;37.9
0820505003 Sant Cugat del Vallès sección 05003;Índice de Gini;2016;37.5
0820505003 Sant Cugat del Vallès sección 05003;Índice de Gini;2015;38.1
0820505003 Sant Cugat del Vallès sección 05003;Distribución de la renta P80/P20;2017;3.3
0820505003 Sant Cugat del Vallès sección 05003;Distribución de la renta P80/P20;2016;3.1
0820505003 Sant Cugat del Vallès sección 05003;Distribución de la renta P80/P20;2015;3.3
0820505005 Sant Cugat del Vallès sección 05005;Índice de Gini;2017;36.1
0820505005 Sant Cugat del Vallès sección 05005;Índice de Gini;2016;35.8
0820505005 Sant Cugat del Vallès sección 05005;Índice de Gini;2015;36.5
0820505005 Sant Cugat del Vallès sección 05005;Distribución de la renta P80/P20;2017;3.3
0820505005 Sant Cugat del Vallès sección 05005;Distribución de la renta P80/P20;2016;3.1
0820505005 Sant Cugat del Vallès sección 05005;Distribución de la renta P80/P20;2015;3.1
0820505004 Sant Cugat del Vallès sección 05004;Índice de Gini;2017;33.4
0820505004 Sant Cugat del Vallès sección 05004;Índice de Gini;2016;33.0
0820505004 Sant Cugat del Vallès sección 05004;Índice de Gini;2015;33.9
0820505004 Sant Cugat del Vallès sección 05004;Distribución de la renta P80/P20;2017;2.6
0820505004 Sant Cugat del Vallès sección 05004;Distribución de la renta P80/P20;2016;2.7
0820505004 Sant Cugat del Vallès sección 05004;Distribución de la renta P80/P20;2015;2.7
0820505006 Sant Cugat del Vallès sección 05006;Índice de Gini;2017;31.9
0820505006 Sant Cugat del Vallès sección 05006;Índice de Gini;2016;31.8
0820505006 Sant Cugat del Vallès sección 05006;Índice de Gini;2015;33.4
0820505006 Sant Cugat del Vallès sección 05006;Distribución de la renta P80/P20;2017;3.0
0820505006 Sant Cugat del Vallès sección 05006;Distribución de la renta P80/P20;2016;3.1
0820505006 Sant Cugat del Vallès sección 05006;Distribución de la renta P80/P20;2015;3.2
0820505008 Sant Cugat del Vallès sección 05008;Índice de Gini;2017;34.8
0820505008 Sant Cugat del Vallès sección 05008;Índice de Gini;2016;35.4
0820505008 Sant Cugat del Vallès sección 05008;Índice de Gini;2015;37.4
0820505008 Sant Cugat del Vallès sección 05008;Distribución de la renta P80/P20;2017;2.8
0820505008 Sant Cugat del Vallès sección 05008;Distribución de la renta P80/P20;2016;3.1
0820505008 Sant Cugat del Vallès sección 05008;Distribución de la renta P80/P20;2015;3.1
0820505007 Sant Cugat del Vallès sección 05007;Índice de Gini;2017;29.7
0820505007 Sant Cugat del Vallès sección 05007;Índice de Gini;2016;29.9
0820505007 Sant Cugat del Vallès sección 05007;Índice de Gini;2015;29.9
0820505007 Sant Cugat del Vallès sección 05007;Distribución de la renta P80/P20;2017;2.4
0820505007 Sant Cugat del Vallès sección 05007;Distribución de la renta P80/P20;2016;2.5
0820505007 Sant Cugat del Vallès sección 05007;Distribución de la renta P80/P20;2015;2.4
0820506 Sant Cugat del Vallès distrito 06;Índice de Gini;2017;38.3
0820506 Sant Cugat del Vallès distrito 06;Índice de Gini;2016;39.2
0820506 Sant Cugat del Vallès distrito 06;Índice de Gini;2015;39.9
0820506 Sant Cugat del Vallès distrito 06;Distribución de la renta P80/P20;2017;3.1
0820506 Sant Cugat del Vallès distrito 06;Distribución de la renta P80/P20;2016;3.1
0820506 Sant Cugat del Vallès distrito 06;Distribución de la renta P80/P20;2015;3.5
0820506001 Sant Cugat del Vallès sección 06001;Índice de Gini;2017;38.3
0820506001 Sant Cugat del Vallès sección 06001;Índice de Gini;2016;39.2
0820506001 Sant Cugat del Vallès sección 06001;Índice de Gini;2015;39.9
0820506001 Sant Cugat del Vallès sección 06001;Distribución de la renta P80/P20;2017;3.1
0820506001 Sant Cugat del Vallès sección 06001;Distribución de la renta P80/P20;2016;3.1
0820506001 Sant Cugat del Vallès sección 06001;Distribución de la renta P80/P20;2015;3.5
0820504 Sant Cugat del Vallès distrito 04;Índice de Gini;2017;36.5
0820504 Sant Cugat del Vallès distrito 04;Índice de Gini;2016;37.3
0820504 Sant Cugat del Vallès distrito 04;Índice de Gini;2015;37.8
0820504 Sant Cugat del Vallès distrito 04;Distribución de la renta P80/P20;2017;3.2
0820504 Sant Cugat del Vallès distrito 04;Distribución de la renta P80/P20;2016;3.3
0820504 Sant Cugat del Vallès distrito 04;Distribución de la renta P80/P20;2015;3.2
0820504002 Sant Cugat del Vallès sección 04002;Índice de Gini;2017;36.9
0820504002 Sant Cugat del Vallès sección 04002;Índice de Gini;2016;39.3
0820504002 Sant Cugat del Vallès sección 04002;Índice de Gini;2015;39.9
0820504002 Sant Cugat del Vallès sección 04002;Distribución de la renta P80/P20;2017;3.2
0820504002 Sant Cugat del Vallès sección 04002;Distribución de la renta P80/P20;2016;3.2
0820504002 Sant Cugat del Vallès sección 04002;Distribución de la renta P80/P20;2015;3.5
0820504003 Sant Cugat del Vallès sección 04003;Índice de Gini;2017;34.3
0820504003 Sant Cugat del Vallès sección 04003;Índice de Gini;2016;35.0
0820504003 Sant Cugat del Vallès sección 04003;Índice de Gini;2015;35.4
0820504003 Sant Cugat del Vallès sección 04003;Distribución de la renta P80/P20;2017;2.9
0820504003 Sant Cugat del Vallès sección 04003;Distribución de la renta P80/P20;2016;3.0
0820504003 Sant Cugat del Vallès sección 04003;Distribución de la renta P80/P20;2015;3.1
0820504001 Sant Cugat del Vallès sección 04001;Índice de Gini;2017;37.6
0820504001 Sant Cugat del Vallès sección 04001;Índice de Gini;2016;37.5
0820504001 Sant Cugat del Vallès sección 04001;Índice de Gini;2015;39.9
0820504001 Sant Cugat del Vallès sección 04001;Distribución de la renta P80/P20;2017;3.0
0820504001 Sant Cugat del Vallès sección 04001;Distribución de la renta P80/P20;2016;3.1
0820504001 Sant Cugat del Vallès sección 04001;Distribución de la renta P80/P20;2015;3.2
0820502 Sant Cugat del Vallès distrito 02;Índice de Gini;2017;39.1
0820502 Sant Cugat del Vallès distrito 02;Índice de Gini;2016;40.0
0820502 Sant Cugat del Vallès distrito 02;Índice de Gini;2015;39.1
0820502 Sant Cugat del Vallès distrito 02;Distribución de la renta P80/P20;2017;3.3
0820502 Sant Cugat del Vallès distrito 02;Distribución de la renta P80/P20;2016;3.5
0820502 Sant Cugat del Vallès distrito 02;Distribución de la renta P80/P20;2015;3.6
0820502006 Sant Cugat del Vallès sección 02006;Índice de Gini;2017;39.2
0820502006 Sant Cugat del Vallès sección 02006;Índice de Gini;2016;38.4
0820502006 Sant Cugat del Vallès sección 02006;Índice de Gini;2015;38.1
0820502006 Sant Cugat del Vallès sección 02006;Distribución de la renta P80/P20;2017;2.8
0820502006 Sant Cugat del Vallès sección 02006;Distribución de la renta P80/P20;2016;2.8
0820502006 Sant Cugat del Vallès sección 02006;Distribución de la renta P80/P20;2015;2.9
0820502011 Sant Cugat del Vallès sección 02011;Índice de Gini;2017;43.9
0820502011 Sant Cugat del Vallès sección 02011;Índice de Gini;2016;46.7
0820502011 Sant Cugat del Vallès sección 02011;Índice de Gini;2015;44.7
0820502011 Sant Cugat del Vallès sección 02011;Distribución de la renta P80/P20;2017;4.2
0820502011 Sant Cugat del Vallès sección 02011;Distribución de la renta P80/P20;2016;4.8
0820502011 Sant Cugat del Vallès sección 02011;Distribución de la renta P80/P20;2015;4.4
0820502001 Sant Cugat del Vallès sección 02001;Índice de Gini;2017;40.6
0820502001 Sant Cugat del Vallès sección 02001;Índice de Gini;2016;44.1
0820502001 Sant Cugat del Vallès sección 02001;Índice de Gini;2015;40.0
0820502001 Sant Cugat del Vallès sección 02001;Distribución de la renta P80/P20;2017;3.0
0820502001 Sant Cugat del Vallès sección 02001;Distribución de la renta P80/P20;2016;3.0
0820502001 Sant Cugat del Vallès sección 02001;Distribución de la renta P80/P20;2015;3.0
0820502002 Sant Cugat del Vallès sección 02002;Índice de Gini;2017;32.0
0820502002 Sant Cugat del Vallès sección 02002;Índice de Gini;2016;33.3
0820502002 Sant Cugat del Vallès sección 02002;Índice de Gini;2015;33.8
0820502002 Sant Cugat del Vallès sección 02002;Distribución de la renta P80/P20;2017;3.0
0820502002 Sant Cugat del Vallès sección 02002;Distribución de la renta P80/P20;2016;3.2
0820502002 Sant Cugat del Vallès sección 02002;Distribución de la renta P80/P20;2015;3.3
0820502005 Sant Cugat del Vallès sección 02005;Índice de Gini;2017;34.7
0820502005 Sant Cugat del Vallès sección 02005;Índice de Gini;2016;37.5
0820502005 Sant Cugat del Vallès sección 02005;Índice de Gini;2015;34.8
0820502005 Sant Cugat del Vallès sección 02005;Distribución de la renta P80/P20;2017;3.2
0820502005 Sant Cugat del Vallès sección 02005;Distribución de la renta P80/P20;2016;3.4
0820502005 Sant Cugat del Vallès sección 02005;Distribución de la renta P80/P20;2015;3.3
0820502007 Sant Cugat del Vallès sección 02007;Índice de Gini;2017;34.8
0820502007 Sant Cugat del Vallès sección 02007;Índice de Gini;2016;33.7
0820502007 Sant Cugat del Vallès sección 02007;Índice de Gini;2015;35.1
0820502007 Sant Cugat del Vallès sección 02007;Distribución de la renta P80/P20;2017;3.3
0820502007 Sant Cugat del Vallès sección 02007;Distribución de la renta P80/P20;2016;3.1
0820502007 Sant Cugat del Vallès sección 02007;Distribución de la renta P80/P20;2015;3.1
0820502010 Sant Cugat del Vallès sección 02010;Índice de Gini;2017;34.4
0820502010 Sant Cugat del Vallès sección 02010;Índice de Gini;2016;35.3
0820502010 Sant Cugat del Vallès sección 02010;Índice de Gini;2015;35.8
0820502010 Sant Cugat del Vallès sección 02010;Distribución de la renta P80/P20;2017;2.6
0820502010 Sant Cugat del Vallès sección 02010;Distribución de la renta P80/P20;2016;2.6
0820502010 Sant Cugat del Vallès sección 02010;Distribución de la renta P80/P20;2015;2.8
0820502012 Sant Cugat del Vallès sección 02012;Índice de Gini;2017;35.4
0820502012 Sant Cugat del Vallès sección 02012;Índice de Gini;2016;36.8
0820502012 Sant Cugat del Vallès sección 02012;Índice de Gini;2015;35.5
0820502012 Sant Cugat del Vallès sección 02012;Distribución de la renta P80/P20;2017;3.0
0820502012 Sant Cugat del Vallès sección 02012;Distribución de la renta P80/P20;2016;3.0
0820502012 Sant Cugat del Vallès sección 02012;Distribución de la renta P80/P20;2015;3.2
0820502003 Sant Cugat del Vallès sección 02003;Índice de Gini;2017;44.1
0820502003 Sant Cugat del Vallès sección 02003;Índice de Gini;2016;44.2
0820502003 Sant Cugat del Vallès sección 02003;Índice de Gini;2015;41.5
0820502003 Sant Cugat del Vallès sección 02003;Distribución de la renta P80/P20;2017;4.0
0820502003 Sant Cugat del Vallès sección 02003;Distribución de la renta P80/P20;2016;3.7
0820502003 Sant Cugat del Vallès sección 02003;Distribución de la renta P80/P20;2015;3.7
0820502004 Sant Cugat del Vallès sección 02004;Índice de Gini;2017;35.5
0820502004 Sant Cugat del Vallès sección 02004;Índice de Gini;2016;36.6
0820502004 Sant Cugat del Vallès sección 02004;Índice de Gini;2015;38.2
0820502004 Sant Cugat del Vallès sección 02004;Distribución de la renta P80/P20;2017;3.4
0820502004 Sant Cugat del Vallès sección 02004;Distribución de la renta P80/P20;2016;3.5
0820502004 Sant Cugat del Vallès sección 02004;Distribución de la renta P80/P20;2015;3.6
0820502009 Sant Cugat del Vallès sección 02009;Índice de Gini;2017;30.6
0820502009 Sant Cugat del Vallès sección 02009;Índice de Gini;2016;32.1
0820502009 Sant Cugat del Vallès sección 02009;Índice de Gini;2015;31.8
0820502009 Sant Cugat del Vallès sección 02009;Distribución de la renta P80/P20;2017;2.4
0820502009 Sant Cugat del Vallès sección 02009;Distribución de la renta P80/P20;2016;2.5
0820502009 Sant Cugat del Vallès sección 02009;Distribución de la renta P80/P20;2015;2.6
0820502008 Sant Cugat del Vallès sección 02008;Índice de Gini;2017;35.3
0820502008 Sant Cugat del Vallès sección 02008;Índice de Gini;2016;34.2
0820502008 Sant Cugat del Vallès sección 02008;Índice de Gini;2015;33.4
0820502008 Sant Cugat del Vallès sección 02008;Distribución de la renta P80/P20;2017;3.0
0820502008 Sant Cugat del Vallès sección 02008;Distribución de la renta P80/P20;2016;2.9
0820502008 Sant Cugat del Vallès sección 02008;Distribución de la renta P80/P20;2015;2.8
0820501 Sant Cugat del Vallès distrito 01;Índice de Gini;2017;33.8
0820501 Sant Cugat del Vallès distrito 01;Índice de Gini;2016;34.2
0820501 Sant Cugat del Vallès distrito 01;Índice de Gini;2015;34.1
0820501 Sant Cugat del Vallès distrito 01;Distribución de la renta P80/P20;2017;2.9
0820501 Sant Cugat del Vallès distrito 01;Distribución de la renta P80/P20;2016;3.0
0820501 Sant Cugat del Vallès distrito 01;Distribución de la renta P80/P20;2015;3.1
0820501007 Sant Cugat del Vallès sección 01007;Índice de Gini;2017;31.7
0820501007 Sant Cugat del Vallès sección 01007;Índice de Gini;2016;32.0
0820501007 Sant Cugat del Vallès sección 01007;Índice de Gini;2015;33.3
0820501007 Sant Cugat del Vallès sección 01007;Distribución de la renta P80/P20;2017;2.6
0820501007 Sant Cugat del Vallès sección 01007;Distribución de la renta P80/P20;2016;2.7
0820501007 Sant Cugat del Vallès sección 01007;Distribución de la renta P80/P20;2015;3.2
0820501013 Sant Cugat del Vallès sección 01013;Índice de Gini;2017;29.5
0820501013 Sant Cugat del Vallès sección 01013;Índice de Gini;2016;30.9
0820501013 Sant Cugat del Vallès sección 01013;Índice de Gini;2015;32.5
0820501013 Sant Cugat del Vallès sección 01013;Distribución de la renta P80/P20;2017;2.5
0820501013 Sant Cugat del Vallès sección 01013;Distribución de la renta P80/P20;2016;2.6
0820501013 Sant Cugat del Vallès sección 01013;Distribución de la renta P80/P20;2015;2.9
0820501002 Sant Cugat del Vallès sección 01002;Índice de Gini;2017;35.5
0820501002 Sant Cugat del Vallès sección 01002;Índice de Gini;2016;36.5
0820501002 Sant Cugat del Vallès sección 01002;Índice de Gini;2015;35.3
0820501002 Sant Cugat del Vallès sección 01002;Distribución de la renta P80/P20;2017;3.7
0820501002 Sant Cugat del Vallès sección 01002;Distribución de la renta P80/P20;2016;3.5
